ID,round,code_final,code_mid,who,container,batch_number,fridge,worm_species,worm_number,fungi_species,fungi_density_1,fungi_density_2,fungi_density_3,bacteria_species,bacteria_density_1,bacteria_density_2,premix,mineral_1_type,mineral_1_grainsize,mineral_1_ratio,mineral_2_type,mineral_2_grainsize,mineral_2_ratio,mineral_3_type,mineral_3_grainsize,mineral_3_ratio,mineral_check,organic_matter_type,addition_nitrogen_mmol_l,addition_phosphorus_mmol_l,enzyme1_species,enzyme1_density,enzyme2_species,enzyme2_density,enzyme3_species,enzyme3_density,enzyme_dosing_frequency,chelates_type,chelates_concentration_uM,water_flowrate_text,water_frequency,biochar,status,weight_mid_total_kg,EC_mid_uScm,pH_mid,temperature_mid_degC,weight_final_total_kg,EC_final_uScm,pH_final,temperature_final_degC,pco2_container_ppm,precipitation,alkalinity_forst_mid_umol_l,alkalinity_geomar_mid_umol_l,alkalinity_forst_final_umol_l,alkalinity_geomar_final_umol_l,DIC_mid_mg_l,DIC_final_mg_l,DOC_mid_mg_l,DOC_final_mg_l,ICP_Al_ug_l,ICP_Cd_ug_l,ICP_Cu_ug_l,ICP_Fe_ug_l,ICP_Li_ug_l,ICP_Mn_ug_l,ICP_Ni_ug_l,ICP_Sr_ug_l,ICP_Zn_ug_l,ICP_Ca_mg_l,ICP_K_mg_l,ICP_Mg_mg_l,ICP_Na_mg_l,ICP_P_mg_l,ICP_Si_mg_l,DSi_umol_l,analysis,LOI_C%,IC_mid_Li_umol_l,IC_mid_Na_umol_l,IC_mid_NH4_umol_l,IC_mid_K_umol_l,IC_mid_Ca_umol_l,IC_mid_Mg_umol_l,IC_mid_F_umol_l,IC_mid_Cl_umol_l,IC_mid_NO2_umol_l,IC_mid_Br_umol_l,IC_mid_NO3_umol_l,IC_mid_PO4_umol_l,IC_mid_SO4_umol_l,IC_final_Li_umol_l,IC_final_Na_umol_l,IC_final_NH4_umol_l,IC_final_K_umol_l,IC_final_Ca_umol_l,IC_final_Mg_umol_l,IC_final_F_umol_l,IC_final_Cl_umol_l,IC_final_NO2_umol_l,IC_final_Br_umol_l,IC_final_NO3_umol_l,IC_final_PO4_umol_l,IC_final_SO4_umol_l
27,1,1F-027,1M-027,Reinaldy,10,27,2,A._caliginosa_A._chlorotica,10,No Fungi,,,,No Bacteria,,,,Basalt_Basaltgestein,1 to 3,100,No Mineral,No Mineral,0,No Mineral,No Mineral,0,OKAY,Digestate,,,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Chelates,No Chelates,Flowrate 3 (150 mL/day),Once a day,No Biochar,Okay,1.288127862,304,7.922,,7.26,264,7.837,,,,2141.1,2356.61,2026.5,2219.22,,20.822,,0,6.1,0.015,6,11.8,0.88,3.29,8.76,103,0.7,20.3,4.7,13.2,,0.78,7.85,,Yes,0.04558216,NA,424.85,NA,127.77,630.56,627.03,87.1,266.3,19.72,NA,NA,NA,326.44,NA,338.02,NA,127.77,630.56,627.03,87.1,266.3,19.72,NA,NA,NA,183.44
28,1,1F-028,1M-028,Reinaldy,10,28,2,A._caliginosa_A._chlorotica,10,No Fungi,,,,No Bacteria,,,,Dunite,No.11 (0.063),100,No Mineral,No Mineral,0,No Mineral,No Mineral,0,OKAY,Digestate,,,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Chelates,No Chelates,Flowrate 3 (150 mL/day),Once a day,No Biochar,Okay,1.348685919,764,9.061,,7.13,502,8.539,,,,8800.6,8863.12,4802.4,4909.09,,52.726,,0,-0.2,0.017,4.06,1,1.19,0.23,19.9,241,2.2,14,17.8,42,,0,2.74,,Yes,0.027384358,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
29,1,1F-029,1M-029,Reinaldy,10,29,2,A._caliginosa_A._chlorotica,10,No Fungi,,,,No Bacteria,,,,Dunite,AFS 80 (0.125),100,No Mineral,No Mineral,0,No Mineral,No Mineral,0,OKAY,Digestate,,,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Chelates,No Chelates,Flowrate 3 (150 mL/day),Once a day,No Biochar,Okay,1.469339708,440,8.165,,6.86,389,7.894,,,,4502,4603.58,3451.4,3609.16,,36.044,,0,-0.3,0.023,0.87,0.8,1.57,0.99,10,145,0.7,26.4,8.6,24.7,,0.32,11.3,,Yes,-0.000315983,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
30,1,1F-030,1M-030,Reinaldy,10,30,2,No Worm,0,No Fungi,,,,No Bacteria,,,,Dunite,AFS 20 (1),100,No Mineral,No Mineral,0,No Mineral,No Mineral,0,OKAY,No Organic Matter,,,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Chelates,No Chelates,Flowrate 3 (150 mL/day),Once a day,No Biochar,Okay,1.127042173,265,8.141,,6.23,240,8.087,,,,2412.6,2421.2,2041.8,2288.04,,18.706,,0,-0.2,-0.001,0.39,0.6,1.24,0.35,2.1,139,0.6,21.8,5.5,8.9,,-0.01,5.47,,Yes,0.00096872,NA,483.17,NA,170.67,697.9,412.72,129.74,273.95,NA,NA,2.97,NA,65.72,NA,352.49,NA,170.67,697.9,412.72,129.74,273.95,NA,NA,2.97,NA,74.6
31,1,1F-031,1M-031,Reinaldy,10,31,2,No Worm,0,No Fungi,,,,No Bacteria,,,,Basalt_Lavagestein,0.063,100,No Mineral,No Mineral,0,No Mineral,No Mineral,0,OKAY,No Organic Matter,,,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Chelates,No Chelates,Flowrate 3 (150 mL/day),Once a day,No Biochar,Okay,1.384213243,294,7.986,,6.92,252,7.88,,,,2289.3,2533.6,1940,2164.74,,17.331,,0,61.4,0.006,0.43,0.3,0.64,0.13,0.09,48.2,0.8,19.2,17.8,5.73,,0.08,6.64,,Yes,0.002564381,NA,904.18,NA,512.47,630.45,262.32,146.97,304.78,29.35,NA,NA,NA,125.47,NA,462.72,NA,512.47,630.45,262.32,146.97,304.78,29.35,NA,NA,NA,101.62
32,1,1F-032,1M-032,Reinaldy,10,32,2,No Worm,0,No Fungi,,,,No Bacteria,,,,Basalt_Lavagestein,0 to 2,100,No Mineral,No Mineral,0,No Mineral,No Mineral,0,OKAY,No Organic Matter,,,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Chelates,No Chelates,Flowrate 3 (150 mL/day),Once a day,No Biochar,Okay,1.354487118,189.5,8.093,,6.78,209,7.898,,,,1461,1476.08,1826.7,1861.66,,15.886,,0,12.8,0,4.68,2,1.16,0.3,0.26,93.5,3.2,28.4,3.3,2.65,,0.01,6.04,,Yes,-0.003405975,NA,255.78,NA,91.58,908.19,65.53,131.87,281.11,NA,NA,17.68,NA,87.72,NA,245.21,NA,91.58,908.19,65.53,131.87,281.11,NA,NA,17.68,NA,88.34
33,1,1F-033,1M-033,Reinaldy,10,33,2,No Worm,0,No Fungi,,,,No Bacteria,,,,Basalt_Basaltgestein,0.063,100,No Mineral,No Mineral,0,No Mineral,No Mineral,0,OKAY,No Organic Matter,,,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Chelates,No Chelates,Flowrate 3 (150 mL/day),Once a day,No Biochar,Okay,1.315163993,421,8.173,,5.81,309,7.94,,,,3170.4,3395.88,2398.8,2583.58,,24.649,,0,9.7,0.093,0.47,0.6,0.67,0.09,0.55,74.1,0.6,8.5,7,7.44,,0.01,10.4,,Yes,0.113411233,NA,3330.49,NA,221.05,289.78,370.04,136.38,341.96,30.12,NA,NA,NA,372.81,NA,1681.78,NA,221.05,289.78,370.04,136.38,341.96,30.12,NA,NA,NA,205.02
34,1,1F-034,1M-034,Reinaldy,10,34,2,No Worm,0,No Fungi,,,,No Bacteria,,,,Basalt_Basaltgestein,1 to 3,100,No Mineral,No Mineral,0,No Mineral,No Mineral,0,OKAY,No Organic Matter,,,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Chelates,No Chelates,Flowrate 3 (150 mL/day),Once a day,No Biochar,Okay,1.505750383,237,8.094,,6.84,231,8.067,,,,1858.2,2125.17,1794.5,2003.74,,16.731,,0,3.6,0.013,0.77,1.2,0.69,0.24,2.02,80,1.1,15.6,4.1,12.5,,0,7.88,,Yes,0.10351605,NA,402.32,NA,123.36,496.78,602.02,87.66,277.04,NA,NA,14.2,NA,174.5,NA,334.48,NA,123.36,496.78,602.02,87.66,277.04,NA,NA,14.2,NA,126
35,1,1F-035,1M-035,Reinaldy,10,35,2,No Worm,0,No Fungi,,,,No Bacteria,,,,Dunite,No.11 (0.063),100,No Mineral,No Mineral,0,No Mineral,No Mineral,0,OKAY,No Organic Matter,,,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Chelates,No Chelates,Flowrate 3 (150 mL/day),Once a day,No Biochar,Okay,1.440342114,572,9.049,,7.02,342,8.36,,,,5938.6,6104.29,3139.5,3302.89,,32.097,,0,-0.2,-0.001,0.12,0,0.82,0.02,0.55,308,0.5,4.7,23.5,23.3,,0,0.389,,Yes,0.032440245,NA,1243.9,NA,659.29,127.86,1121.36,NA,297.05,33.98,NA,12.43,NA,95.68,NA,625.72,NA,659.29,127.86,1121.36,NA,297.05,33.98,NA,12.43,NA,64.79
36,1,1F-036,1M-036,Reinaldy,10,36,2,No Worm,0,No Fungi,,,,No Bacteria,,,,Dunite,AFS 80 (0.125),100,No Mineral,No Mineral,0,No Mineral,No Mineral,0,OKAY,No Organic Matter,,,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Chelates,No Chelates,Flowrate 3 (150 mL/day),Once a day,No Biochar,Okay,1.523448014,258,8.346,,6.93,224,8.078,,,,2585.1,2813.98,1798.9,1840.24,,17.223,,0,-0.3,-0.002,0.08,0,1.36,0.35,0.78,120,1.3,14.8,6.9,10.6,,0,5.84,,Yes,0.001595419,NA,517.89,NA,207.06,475.27,522.93,43.29,268.32,9.72,NA,NA,NA,68.38,NA,349.97,NA,207.06,475.27,522.93,43.29,268.32,9.72,NA,NA,NA,78.16
37,1,1F-037,1M-037,Reinaldy,5,37,3,No Worm,0,No Fungi,,,,No Bacteria,,,,Basalt_Basaltgestein,1 to 3,50,Dunite,No.11 (0.063),50,No Mineral,No Mineral,0,OKAY,No Organic Matter,,,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Chelates,No Chelates,Flowrate 1 (50 mL/day),Once a day,No Biochar,Okay,0.809443683,581,8.535,,1.64,393,8.345,,,,5491.1,5590.66,3511.1,3641.07,,37.874,,0,-0.3,0.009,0.04,0.2,0.38,1.33,1.13,61.3,0.9,2.9,25.9,22.5,,-0.01,1.4,,Yes,0.035854734,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
38,1,1F-038,1M-038,Reinaldy,5,38,3,No Worm,0,No Fungi,,,,No Bacteria,,,,Basalt_Lavagestein,0.063,50,Dunite,AFS 80 (0.125),50,No Mineral,No Mineral,0,OKAY,No Organic Matter,,,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Chelates,No Chelates,Flowrate 1 (50 mL/day),Once a day,No Biochar,Okay,0.739061014,543,8.322,,1.42,399,8.065,,,,4452.7,4593.96,3333.2,3519.83,,30.552,,0,27.9,0.017,0.48,0.5,1.12,-0.07,0.91,45.1,1.8,11.9,41.3,12.5,,0.01,6.84,,Yes,0.002969113,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
39,1,1F-039,1M-039,Reinaldy,5,39,3,No Worm,0,No Fungi,,,,No Bacteria,,,,Basalt_Basaltgestein,0.063,50,Dunite,AFS 80 (0.125),50,No Mineral,No Mineral,0,OKAY,No Organic Matter,,,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Chelates,No Chelates,Flowrate 1 (50 mL/day),Once a day,No Biochar,Okay,0.789648352,595,8.377,,1.59,419,8.223,,,,4577.4,4681.27,3232.3,3356.59,,32.992,,0,5.7,0.122,0.24,0.8,0.87,0.1,0.77,70,1.2,6.7,12.6,8.09,,0.01,10.6,,Yes,0.051261395,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
40,1,1F-040,1M-040,Thomas,5,40,3,No Worm,0,No Fungi,,,,B._subtilis_C._metallidurans,2400000000,,,Basalt_Basaltgestein,0.063,100,No Mineral,No Mineral,0,No Mineral,No Mineral,0,OKAY,Digestate,,,Urease,71,No Enzyme,No Enzyme,No Enzyme,No Enzyme,2,No Chelates,No Chelates,Flowrate 1 (50 mL/day),Once a day,No Biochar,Okay,0.909775852,999,8.445,,1.9,627,8.433,,,,5472.9,5570.08,4748.4,4829.96,,52.107,,0,3.8,0.224,1.29,0.7,1.38,0.07,4.69,174,1.1,18.2,13.9,18.9,,0.3,10.5,,Yes,0.12363144,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
41,1,1F-041,1M-041,Thomas,5,41,3,No Worm,0,No Fungi,,,,B._subtilis_C._metallidurans,,,,Basalt_Basaltgestein,0.063,100,No Mineral,No Mineral,0,No Mineral,No Mineral,0,OKAY,Digestate,,,Urease,370,No Enzyme,No Enzyme,No Enzyme,No Enzyme,2,No Chelates,No Chelates,Flowrate 1 (50 mL/day),Once a day,No Biochar,Okay,0.68847894,1123,8.432,,1.34,855,8.399,,,,6080.6,6174.28,6445.7,6556.94,,70.657,,0,0.6,0.269,2.49,1,1.78,0.07,7.05,214,1,20.6,20.5,26.3,,0.51,12.5,,Yes,0.096207559,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
42,1,1F-042,1M-042,Thomas,5,42,3,No Worm,0,No Fungi,,,,B._subtilis_C._metallidurans,,,,Basalt_Basaltgestein,1 to 3,100,No Mineral,No Mineral,0,No Mineral,No Mineral,0,OKAY,Digestate,,,Urease,71,No Enzyme,No Enzyme,No Enzyme,No Enzyme,2,No Chelates,No Chelates,Flowrate 1 (50 mL/day),Once a day,No Biochar,Okay,0.744856557,493,8.063,,1.76,435,8.16,,,,3033.6,3271.26,2872.2,3080.07,,35.322,,0,1.6,0.052,4.05,6.6,1.1,0.3,15.6,154,0.9,24,9.8,26.5,,1.76,11.9,,Yes,0.067293134,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
43,1,1F-043,1M-043,Thomas,5,43,3,No Worm,0,No Fungi,,,,B._subtilis_C._metallidurans,,,,Basalt_Basaltgestein,1 to 3,100,No Mineral,No Mineral,0,No Mineral,No Mineral,0,OKAY,Digestate,,,Urease,370,No Enzyme,No Enzyme,No Enzyme,No Enzyme,2,No Chelates,No Chelates,Flowrate 1 (50 mL/day),Once a day,No Biochar,Okay,0.834711729,566,8.007,,1.7,389,8.005,,,,2517.9,2712.48,2282.3,2507.43,,25.703,,0,2,0.053,5.03,5.5,0.93,1.23,16.6,130,1.4,22.7,8.1,21.9,,2.4,11.2,,Yes,0.062938485,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
44,1,1F-044,1M-044,Thomas,5,44,3,No Worm,0,No Fungi,,,,B._subtilis_C._metallidurans,,,,Basalt_Lavagestein,0.063,100,No Mineral,No Mineral,0,No Mineral,No Mineral,0,OKAY,Digestate,,,Urease,71,No Enzyme,No Enzyme,No Enzyme,No Enzyme,2,No Chelates,No Chelates,Flowrate 1 (50 mL/day),Once a day,No Biochar,Okay,0.767136659,1005,8.345,,1.88,590,8.301,,,,6654.2,6739.11,5097.7,5221.05,,53.884,,0,10.1,0.044,2.49,3.7,2.5,17.4,3.85,155,1.7,36.6,45.1,18.3,,0.9,10.6,,Yes,-0.006788535,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
45,1,1F-045,1M-045,Reinaldy,10,45,3,A._caliginosa_A._chlorotica,10,No Fungi,,,,No Bacteria,,,,Dunite,AFS 20 (1),100,No Mineral,No Mineral,0,No Mineral,No Mineral,0,OKAY,Digestate,,,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Enzyme,No Chelates,No Chelates,Flowrate 2 (100 mL/day),Once a day,No Biochar,Okay,1.234230752,526,8.212,,4.15,376,8.029,,,,4879.7,4973.29,3138.3,3289.32,,35.858,,0,-0.1,0.168,5.58,12.7,1.38,0.58,13.5,159,1.6,25,8.9,20.4,,0.67,9.38,,Yes,0.01117591,#N/A,#N/A,#N/A,243.73,759.55,947.69,NA,317.1,135.15,NA,20.73,NA,#N/A,NA,437.8,NA,243.73,759.55,947.69,NA,317.1,135.15,NA,20.73,NA,206.06
46,1,1F-046,1M-046,Thomas,10,46,3,No Worm,0,No Fungi,,,,B._subtilis_C._metallidurans,,,,Basalt_Lavagestein,0.063,100,No Mineral,No Mineral,0,No Mineral,No Mineral,0,OKAY,Digestate,,,Carbonic_Anhydrase,782,No Enzyme,No Enzyme,No Enzyme,No Enzyme,2,No Chelates,No Chelates,Flowrate 2 (100 mL/day),Once a day,No Biochar,Okay,1.241543221,687,8.268,,3.98,468,8.238,,,,5119.9,5267.79,3684.6,3751.93,,40.721,,0,5,0.021,2.44,1.6,1.79,0.67,2.62,150,1.3,39.1,29.2,12.3,,0.63,10.4,,Yes,-0.005210502,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
47,1,1F-047,1M-047,Thomas,10,47,3,No Worm,0,No Fungi,,,,B._subtilis_C._metallidurans,,,,Basalt_Lavagestein,0 to 2,100,No Mineral,No Mineral,0,No Mineral,No Mineral,0,OKAY,Digestate,,,Carbonic_Anhydrase,782,No Enzyme,No Enzyme,No Enzyme,No Enzyme,2,No Chelates,No Chelates,Flowrate 2 (100 mL/day),Once a day,No Biochar,Okay,1.063090324,363,7.788,,3.89,289,7.953,,,,1867.7,2096.87,1865.4,2058.96,,21.997,,0.129,5.7,0.012,3.82,6,1.59,0.5,2.1,119,2.1,34.4,9.5,4.47,,1.06,8.2,,Yes,-0.005049497,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
48,1,1F-048,1M-048,Thomas,10,48,3,No Worm,0,No Fungi,,,,B._subtilis_C._metallidurans,,,,Basalt_Lavagestein,0.063,100,No Mineral,No Mineral,0,No Mineral,No Mineral,0,OKAY,Digestate,,,Carbonic_Anhydrase,3998,No Enzyme,No Enzyme,No Enzyme,No Enzyme,2,No Chelates,No Chelates,Flowrate 2 (100 mL/day),Once a day,No Biochar,Okay,1.399077474,587,8.244,,4.79,403,8.152,,,,4259.5,4392.36,3229.6,3405.01,,34.959,,0,18.9,0.019,2.33,2.3,1.43,46.2,3.08,114,0.8,33.5,25.6,10.3,,0.7,8.47,,Yes,0.001916431,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
49,1,1F-049,1M-049,Thomas,10,49,3,No Worm,0,No Fungi,,,,B._subtilis_C._metallidurans,,,,Basalt_Lavagestein,0 to 2,100,No Mineral,No Mineral,0,No Mineral,No Mineral,0,OKAY,Digestate,,,Carbonic_Anhydrase,3998,No Enzyme,No Enzyme,No Enzyme,No Enzyme,2,No Chelates,No Chelates,Flowrate 2 (100 mL/day),Once a day,No Biochar,Okay,1.247747841,353,7.919,,4.4,282,7.834,,,,1900,1911.53,2049.9,2080.25,,21.353,,0,9.6,0.009,4.88,44.1,1.69,29.5,1.82,119,2.3,34.7,8.6,4,,0.89,8.27,,Yes,0.000748291,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
50,1,1F-050,1M-050,Thomas,10,50,3,No Worm,0,No Fungi,,,,B._subtilis_C._metallidurans,,,,Basalt_Basaltgestein,0.063,100,No Mineral,No Mineral,0,No Mineral,No Mineral,0,OKAY,Digestate,,,Carbonic_Anhydrase,782,No Enzyme,No Enzyme,No Enzyme,No Enzyme,2,No Chelates,No Chelates,Flowrate 2 (100 mL/day),Once a day,No Biochar,Okay,1.095584033,443,8.309,,4.17,389,8.088,,,,1950.2,1961.06,2601.2,2771.29,,26.759,,0,5.6,0.123,2.85,4.4,1.25,3.3,3.87,114,0.6,21.8,6.8,9.4,,0.07,7.23,,Yes,0.107817318,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
51,1,1F-051,1M-051,Thomas,10,51,3,No Worm,0,No Fungi,,,,B._subtilis_C._metallidurans,,,,Basalt_Basaltgestein,1 to 3,100,No Mineral,No Mineral,0,No Mineral,No Mineral,0,OKAY,Digestate,,,Carbonic_Anhydrase,782,No Enzyme,No Enzyme,No Enzyme,No Enzyme,2,No Chelates,No Chelates,Flowrate 2 (100 mL/day),Once a day,No Biochar,Okay,1.121438206,413,8.725,,4.17,331,7.942,,,,2989.4,3171.47,2327.3,2502.06,,25.758,,0,2.3,0.028,3.29,5.1,0.89,3.4,10.7,121,1.2,20.9,6.4,19.4,,1.4,9.95,,Yes,0.064074606,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
52,1,1F-052,1M-052,Thomas,10,52,3,No Worm,0,No Fungi,,,,B._subtilis_C._metallidurans,,,,Basalt_Basaltgestein,0.063,100,No Mineral,No Mineral,0,No Mineral,No Mineral,0,OKAY,Digestate,,,Carbonic_Anhydrase,3998,No Enzyme,No Enzyme,No Enzyme,No Enzyme,2,No Chelates,No Chelates,Flowrate 2 (100 mL/day),Once a day,No Biochar,Okay,1.202572004,681,8.398,,4.75,452,8.39,,,,4877.4,4990.7,3697.1,3799.14,,38.994,,0,4.6,0.121,0.86,0.5,0.82,0.08,4.35,148,0.7,16.9,9.6,16.3,,0.63,12.2,,Yes,0.12585013,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
53,1,1F-053,1M-053,Thomas,10,53,3,No Worm,0,No Fungi,,,,B._subtilis_C._metallidurans,,,,Basalt_Basaltgestein,1 to 3,100,No Mineral,No Mineral,0,No Mineral,No Mineral,0,OKAY,Digestate,,,Carbonic_Anhydrase,3998,No Enzyme,No Enzyme,No Enzyme,No Enzyme,2,No Chelates,No Chelates,Flowrate 2 (100 mL/day),Once a day,No Biochar,Okay,1.308697875,411,8.089,,4.17,307,8.062,,,,2467.5,2700.61,2250.5,2490.92,,23.829,,0,3.4,0.023,3.16,5.7,0.83,2.95,10.3,114,1,20,6,17.4,,1.23,9.17,,Yes,0.050310891,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
54,1,1F-054,1M-054,Thomas,10,54,3,No Worm,0,No Fungi,,,,B._subtilis_C._metallidurans,,,,Dunite,No.11 (0.063),100,No Mineral,No Mineral,0,No Mineral,No Mineral,0,OKAY,Digestate,,,Carbonic_Anhydrase,782,No Enzyme,No Enzyme,No Enzyme,No Enzyme,2,No Chelates,No Chelates,Flowrate 2 (100 mL/day),Once a day,No Biochar,Okay,1.384113934,965,9.636,,4.28,593,8.809,,,,10678.6,10735.46,5813.7,5916.49,,58.237,,0,-0.3,0.006,1.69,0.2,1.31,0.21,7.64,324,0.3,9.4,36.6,50.6,,0,1.58,,Yes,0.034759933,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
55,1,1F-055,1M-055,Thomas,5,55,4,No Worm,0,No Fungi,,,,B._subtilis_C._metallidurans,,,,Basalt_Lavagestein,0.063,100,No Mineral,No Mineral,0,No Mineral,No Mineral,0,OKAY,Digestate,,,Urease,370,No Enzyme,No Enzyme,No Enzyme,No Enzyme,2,No Chelates,No Chelates,Flowrate 1 (50 mL/day),Once a day,No Biochar,Okay,0.798253901,1073,8.567,,1.62,686,8.421,,,,7332.8,7411.4,5331.4,5394.16,,65.686,,2.384,5.7,0.052,3.04,2.1,2.75,4.03,4.82,172,1.8,39.3,56,21.4,,1.05,11.6,,Yes,-0.006471011,#N/A,#N/A,#N/A,286.87,326.74,381.05,140.16,473.29,33.44,NA,NA,NA,#N/A,NA,2750.72,NA,286.87,326.74,381.05,140.16,473.29,33.44,NA,NA,NA,309.9
